0, 65754
1, 65814
2, 65856
3, 65611
4, 65510
5, 65149
6, 65833
7, 65209
8, 65552
9, 66010
10, 65186
11, 65899
12, 65948
13, 65406
14, 65416
15, 65177
16, 65110
17, 65379
18, 65544
19, 65400
20, 65632
21, 65694
22, 65404
23, 65769
24, 65681
25, 65409
26, 66015
27, 65050
28, 65459
29, 65515
30, 65325
31, 65273
32, 65781
33, 65306
34, 65675
35, 65499
36, 65855
37, 65326
38, 65253
39, 65687
40, 65737
41, 65781
42, 66048
43, 65515
44, 65207
45, 65499
46, 65063
47, 65478
48, 65652
49, 65670
50, 65641
51, 65807
52, 65743
53, 65606
54, 65616
55, 64998
56, 65808
57, 65274
58, 65305
59, 65196
60, 65255
61, 65351
62, 65054
63, 64955
64, 65483
65, 65509
66, 65828
67, 65371
68, 65506
69, 65749
70, 65217
71, 65481
72, 65346
73, 65467
74, 65769
75, 65618
76, 65344
77, 65389
78, 65556
79, 65286
80, 65247
81, 65677
82, 65268
83, 65518
84, 65622
85, 65506
86, 65295
87, 65259
88, 65494
89, 65339
90, 65361
91, 65587
92, 65614
93, 65345
94, 65783
95, 65660
96, 65240
97, 65518
98, 65755
99, 65401
100, 65212
101, 65194
102, 65675
103, 65772
104, 65730
105, 65321
106, 65573
107, 65580
108, 65471
109, 65807
110, 65643
111, 65205
112, 65359
113, 65597
114, 65434
115, 65469
116, 65625
117, 65146
118, 65697
119, 65516
120, 65114
121, 65174
122, 65881
123, 65778
124, 65748
125, 65671
126, 65393
127, 65149
128, 65662
129, 65080
130, 65756
131, 65697
132, 65291
133, 65673
134, 65491
135, 65899
136, 65444
137, 65262
138, 65398
139, 65583
140, 65126
141, 65534
142, 65133
143, 65409
144, 65632
145, 65931
146, 65940
147, 65388
148, 65376
149, 65306
150, 65301
151, 65120
152, 65345
153, 65635
154, 65977
155, 65241
156, 65538
157, 65479
158, 65829
159, 65537
160, 65699
161, 65642
162, 65554
163, 65275
164, 65466
165, 65468
166, 65545
167, 65524
168, 65415
169, 65806
170, 65333
171, 65782
172, 65564
173, 65562
174, 65622
175, 65306
176, 65415
177, 65520
178, 65513
179, 65769
180, 65441
181, 65668
182, 65371
183, 65828
184, 66091
185, 65717
186, 65763
187, 65606
188, 65440
189, 65355
190, 65894
191, 65171
192, 65416
193, 65567
194, 65897
195, 65864
196, 65898
197, 65959
198, 65886
199, 65757
200, 65294
201, 65225
202, 65062
203, 65102
204, 65836
205, 65348
206, 65610
207, 65506
208, 65657
209, 65682
210, 65556
211, 66102
212, 65739
213, 65384
214, 64994
215, 65538
216, 65556
217, 65285
218, 65404
219, 65783
220, 66052
221, 65314
222, 65681
223, 65783
224, 65759
225, 65633
226, 65260
227, 65463
228, 65447
229, 65565
230, 66104
231, 65302
232, 65972
233, 65338
234, 65761
235, 65768
236, 65750
237, 65260
238, 65902
239, 65350
240, 65281
241, 66166
242, 65759
243, 65918
244, 66001
245, 65799
246, 65647
247, 65498
248, 65579
249, 65282
250, 65543
251, 65563
252, 65555
253, 65520
254, 65728
255, 65896
