0, 66193
1, 65467
2, 65766
3, 65513
4, 65463
5, 65488
6, 64652
7, 65711
8, 65148
9, 65986
10, 65550
11, 65172
12, 65388
13, 65491
14, 65172
15, 65444
16, 65455
17, 65775
18, 65984
19, 65736
20, 65525
21, 65590
22, 65476
23, 65729
24, 65608
25, 65369
26, 65112
27, 65359
28, 65296
29, 65434
30, 65119
31, 65264
32, 65320
33, 65091
34, 65766
35, 65246
36, 65263
37, 65769
38, 65405
39, 65444
40, 65298
41, 65607
42, 65654
43, 65541
44, 65815
45, 65048
46, 65808
47, 65600
48, 65713
49, 65586
50, 65634
51, 65324
52, 65748
53, 65029
54, 65475
55, 65401
56, 65538
57, 65448
58, 65277
59, 65635
60, 65461
61, 65142
62, 65122
63, 65231
64, 65288
65, 65123
66, 65111
67, 65232
68, 65560
69, 65204
70, 65455
71, 65324
72, 66011
73, 65412
74, 65992
75, 65529
76, 65570
77, 65484
78, 65746
79, 65389
80, 65325
81, 65595
82, 65970
83, 64975
84, 65664
85, 65594
86, 65886
87, 65231
88, 65382
89, 65652
90, 65784
91, 65580
92, 65249
93, 65444
94, 65390
95, 65371
96, 65004
97, 65200
98, 65875
99, 65642
100, 65370
101, 65120
102, 65799
103, 65411
104, 65832
105, 65476
106, 65667
107, 65440
108, 65860
109, 64907
110, 65567
111, 65691
112, 65529
113, 65516
114, 65296
115, 65710
116, 65799
117, 65372
118, 65172
119, 65686
120, 65367
121, 65615
122, 65484
123, 65148
124, 65618
125, 65492
126, 65341
127, 65821
128, 65488
129, 64956
130, 65425
131, 65860
132, 65596
133, 65345
134, 65743
135, 65818
136, 65309
137, 65316
138, 65341
139, 65848
140, 65777
141, 65552
142, 65364
143, 65461
144, 65381
145, 65553
146, 65529
147, 65252
148, 65643
149, 65640
150, 65418
151, 65545
152, 65605
153, 65407
154, 65437
155, 65738
156, 66016
157, 65549
158, 65650
159, 65491
160, 65751
161, 65228
162, 65274
163, 65790
164, 65783
165, 65449
166, 65637
167, 65239
168, 65546
169, 65588
170, 65572
171, 65551
172, 65592
173, 65479
174, 65515
175, 65250
176, 65872
177, 65688
178, 65607
179, 65594
180, 65546
181, 65485
182, 65590
183, 65193
184, 65571
185, 66029
186, 66023
187, 65408
188, 65777
189, 65638
190, 65747
191, 65593
192, 65541
193, 65212
194, 65680
195, 65626
196, 65857
197, 65640
198, 65171
199, 65601
200, 65167
201, 65738
202, 65807
203, 65644
204, 65659
205, 65391
206, 65250
207, 65301
208, 65173
209, 65488
210, 65577
211, 65277
212, 65881
213, 65657
214, 65506
215, 65890
216, 65560
217, 65557
218, 65531
219, 65303
220, 65641
221, 65675
222, 65830
223, 65726
224, 65591
225, 65960
226, 66069
227, 65748
228, 65737
229, 65439
230, 65382
231, 65561
232, 65862
233, 66304
234, 65599
235, 65548
236, 65948
237, 65461
238, 65288
239, 65608
240, 66166
241, 65987
242, 66065
243, 65925
244, 66009
245, 65374
246, 65758
247, 66101
248, 65203
249, 65435
250, 65226
251, 65883
252, 65983
253, 65497
254, 65476
255, 65585
