0, 65969
1, 65598
2, 65544
3, 65743
4, 65287
5, 65738
6, 65864
7, 65540
8, 65676
9, 65613
10, 65888
11, 65352
12, 65399
13, 65570
14, 65648
15, 65388
16, 65341
17, 65298
18, 65674
19, 65064
20, 65503
21, 65221
22, 65495
23, 65784
24, 65709
25, 65652
26, 65291
27, 65563
28, 65744
29, 65238
30, 65518
31, 65335
32, 65604
33, 65382
34, 65562
35, 65567
36, 65643
37, 65503
38, 65051
39, 65483
40, 65512
41, 65446
42, 65965
43, 65874
44, 65242
45, 65526
46, 65461
47, 65643
48, 65073
49, 65252
50, 65716
51, 65755
52, 65621
53, 65427
54, 65485
55, 65428
56, 65666
57, 65527
58, 66080
59, 65260
60, 65472
61, 65321
62, 65857
63, 65788
64, 65373
65, 65523
66, 65577
67, 65849
68, 65416
69, 65577
70, 65976
71, 65617
72, 65988
73, 65387
74, 65135
75, 65589
76, 65371
77, 65748
78, 66010
79, 65330
80, 65285
81, 65306
82, 65563
83, 65531
84, 65694
85, 65397
86, 65537
87, 65210
88, 65583
89, 65153
90, 65187
91, 66105
92, 65743
93, 65432
94, 65845
95, 65418
96, 65791
97, 65315
98, 65689
99, 65781
100, 64886
101, 65265
102, 65471
103, 65995
104, 65224
105, 65416
106, 65406
107, 65348
108, 65703
109, 65368
110, 65728
111, 65378
112, 65875
113, 65976
114, 64980
115, 65812
116, 65437
117, 65667
118, 65543
119, 65799
120, 65490
121, 65106
122, 65288
123, 65370
124, 65536
125, 65692
126, 65396
127, 65981
128, 65757
129, 65870
130, 65576
131, 65236
132, 65388
133, 65516
134, 65312
135, 65600
136, 65784
137, 65102
138, 64825
139, 65186
140, 65627
141, 65261
142, 65040
143, 65401
144, 65629
145, 65830
146, 65737
147, 65386
148, 65447
149, 65758
150, 65278
151, 65903
152, 65624
153, 65705
154, 65385
155, 65540
156, 65138
157, 65486
158, 65067
159, 65344
160, 65480
161, 65806
162, 65304
163, 65622
164, 65917
165, 65921
166, 65583
167, 65460
168, 65596
169, 65885
170, 65083
171, 65579
172, 65805
173, 65129
174, 65657
175, 65458
176, 65553
177, 65622
178, 65576
179, 65608
180, 65531
181, 65655
182, 65658
183, 65391
184, 65435
185, 65858
186, 65207
187, 65556
188, 65539
189, 65439
190, 65374
191, 65441
192, 65273
193, 65694
194, 65398
195, 65652
196, 65252
197, 65646
198, 65309
199, 65553
200, 65646
201, 65001
202, 65278
203, 65530
204, 65511
205, 65348
206, 65225
207, 65626
208, 65367
209, 65186
210, 65894
211, 65278
212, 65749
213, 65596
214, 65683
215, 65635
216, 65657
217, 64857
218, 65839
219, 65607
220, 66110
221, 65482
222, 65645
223, 65168
224, 65823
225, 65686
226, 66099
227, 65097
228, 65902
229, 65218
230, 65302
231, 65788
232, 65957
233, 65498
234, 65230
235, 66060
236, 65602
237, 65613
238, 65379
239, 65722
240, 65549
241, 65496
242, 65581
243, 65674
244, 65915
245, 65589
246, 65787
247, 65601
248, 65448
249, 65123
250, 65934
251, 65624
252, 66151
253, 65778
254, 65235
255, 65988
